count,wordcls,name,name_ac,publ_id,translation,genus,declination,stress,animate,sin_nom,sin_gen,sin_dat,sin_acc,sin_ins,sin_pre,plu_nom,plu_gen,plu_dat,plu_acc,plu_ins,plu_pre
1,substantive,яблоко,я́блоко,,Apfel,masculine,class_1,root,False,я́блоко,я́блокоа,я́блоку,я́блоко,я́блоком,я́блоким,я́блока,я́блок,я́блокам,я́блока,я́блоками,я́блоках
